rank_pnl,trade_id,symbol,direction,entry_time_thai,thai_hour,is_user_online,schedule_status,hypothetical_net_pnl_thb,outcome,mae_pct,mfe_pct
192,USDJPY_BASE_445,USDJPY,SHORT,2021-09-09 16:00:00,16,False,OFFLINE_MISSED,64.0,WIN,0.369,2.835
193,USDJPY_BASE_1147,USDJPY,LONG,2024-06-05 11:00:00,11,True,ONLINE_CAPTURED,64.0,WIN,0.369,3.178
194,USDJPY_BASE_807,USDJPY,LONG,2023-02-07 00:00:00,0,False,OFFLINE_MISSED,62.42,WIN,0.331,2.483
195,USDJPY_BASE_146,USDJPY,SHORT,2020-07-15 18:00:00,18,True,ONLINE_CAPTURED,61.97,WIN,0.402,2.754
196,US500_BASE_1287,US500,LONG,2024-12-11 08:00:00,8,False,OFFLINE_MISSED,59.14,WIN,0.297,3.567
197,BTCUSD_BASE_354,BTCUSD,LONG,2021-04-29 18:00:00,18,True,ONLINE_CAPTURED,58.49,WIN,0.775,0.477
198,BTCUSD_BASE_989,BTCUSD,LONG,2023-11-12 04:00:00,4,False,OFFLINE_MISSED,57.8,WIN,0.73,0.369
199,USDJPY_BASE_252,USDJPY,LONG,2020-12-04 01:00:00,1,False,OFFLINE_MISSED,56.13,WIN,0.43,2.225
200,BTCUSD_BASE_210,BTCUSD,LONG,2020-10-13 13:00:00,13,True,ONLINE_CAPTURED,54.54,WIN,0.705,0.438
201,GBPUSD_BASE_949,GBPUSD,LONG,2023-08-28 14:00:00,14,True,ONLINE_CAPTURED,49.8,WIN,0.313,0.164
202,BTCUSD_BASE_1049,BTCUSD,LONG,2024-02-06 16:00:00,16,False,OFFLINE_MISSED,49.79,WIN,0.562,0.261
203,BTCUSD_BASE_1517,BTCUSD,LONG,2025-10-28 12:00:00,12,True,ONLINE_CAPTURED,49.61,WIN,0.414,0.203
204,GBPUSD_BASE_298,GBPUSD,SHORT,2021-02-09 12:00:00,12,True,ONLINE_CAPTURED,49.1,WIN,0.233,0.137
205,USDJPY_BASE_1277,USDJPY,LONG,2024-11-26 17:00:00,17,True,ONLINE_CAPTURED,48.47,WIN,0.338,2.489
206,USDJPY_BASE_896,USDJPY,SHORT,2023-06-14 20:00:00,20,True,ONLINE_CAPTURED,48.25,WIN,0.525,2.271
207,US500_BASE_1365,US500,LONG,2025-04-09 21:00:00,21,True,ONLINE_CAPTURED,47.2,WIN,0.443,2.991
208,BTCUSD_BASE_355,BTCUSD,LONG,2021-05-03 05:00:00,5,False,OFFLINE_MISSED,47.19,WIN,0.786,0.402
209,USDJPY_BASE_625,USDJPY,SHORT,2022-05-23 23:00:00,23,False,OFFLINE_MISSED,45.55,WIN,0.409,2.128
210,BTCUSD_BASE_524,BTCUSD,SHORT,2022-01-08 12:00:00,12,True,ONLINE_CAPTURED,44.05,WIN,0.999,0.495
211,USDJPY_BASE_917,USDJPY,LONG,2023-07-14 15:00:00,15,True,ONLINE_CAPTURED,43.3,WIN,0.349,2.012
212,USDJPY_BASE_1019,USDJPY,SHORT,2023-12-28 02:00:00,2,False,OFFLINE_MISSED,41.05,WIN,0.346,1.856
213,USDJPY_BASE_1514,USDJPY,SHORT,2025-10-23 23:00:00,23,False,OFFLINE_MISSED,40.15,WIN,0.509,2.683
214,US500_BASE_1278,US500,LONG,2024-11-27 17:00:00,17,True,ONLINE_CAPTURED,39.96,WIN,0.254,2.652
215,GBPUSD_BASE_1030,GBPUSD,SHORT,2024-01-10 21:00:00,21,True,ONLINE_CAPTURED,39.65,WIN,0.494,0.147
216,USDJPY_BASE_338,USDJPY,SHORT,2021-04-07 14:00:00,14,True,ONLINE_CAPTURED,38.57,WIN,0.297,1.573
217,USDJPY_BASE_871,USDJPY,SHORT,2023-05-10 07:00:00,7,False,OFFLINE_MISSED,38.35,WIN,0.31,1.865
218,USDJPY_BASE_90,USDJPY,SHORT,2020-04-27 13:00:00,13,True,ONLINE_CAPTURED,36.55,WIN,0.277,1.86
219,GBPUSD_BASE_1039,GBPUSD,LONG,2024-01-24 01:00:00,1,False,OFFLINE_MISSED,36.15,WIN,0.315,0.137
220,USDJPY_BASE_121,USDJPY,LONG,2020-06-09 15:00:00,15,True,ONLINE_CAPTURED,36.1,WIN,0.369,1.807
221,BTCUSD_BASE_894,BTCUSD,LONG,2023-06-12 14:00:00,14,True,ONLINE_CAPTURED,35.75,WIN,0.711,0.285
222,US500_BASE_172,US500,SHORT,2020-08-22 01:00:00,1,False,OFFLINE_MISSED,35.05,WIN,0.535,4.017
223,BTCUSD_BASE_1527,BTCUSD,SHORT,2025-11-07 21:00:00,21,True,ONLINE_CAPTURED,33.3,WIN,0.372,0.153
224,BTCUSD_BASE_552,BTCUSD,LONG,2022-02-09 13:00:00,13,True,ONLINE_CAPTURED,32.52,WIN,1.089,0.387
225,USDJPY_BASE_391,USDJPY,LONG,2021-06-28 19:00:00,19,True,ONLINE_CAPTURED,31.82,WIN,0.396,1.493
226,BTCUSD_BASE_387,BTCUSD,LONG,2021-06-21 18:00:00,18,True,ONLINE_CAPTURED,31.49,WIN,0.904,0.324
227,US500_BASE_752,US500,SHORT,2022-12-07 11:00:00,11,True,ONLINE_CAPTURED,31.11,WIN,0.318,2.838
228,USDJPY_BASE_487,USDJPY,LONG,2021-11-16 10:00:00,10,True,ONLINE_CAPTURED,30.25,WIN,0.326,1.508
229,GBPUSD_BASE_1265,GBPUSD,LONG,2024-11-13 13:00:00,13,True,ONLINE_CAPTURED,29.85,WIN,0.429,0.124
230,USDJPY_BASE_604,USDJPY,SHORT,2022-04-23 03:00:00,3,False,OFFLINE_MISSED,29.8,WIN,0.38,1.543
231,BTCUSD_BASE_377,BTCUSD,SHORT,2021-06-07 07:00:00,7,False,OFFLINE_MISSED,29.59,WIN,0.828,0.286
232,US500_BASE_257,US500,LONG,2020-12-16 01:00:00,1,False,OFFLINE_MISSED,29.47,WIN,0.535,3.512
233,XAUUSD_BASE_1236,XAUUSD,LONG,2024-10-04 07:00:00,7,False,OFFLINE_MISSED,28.89,WIN,0.243,4.51
234,US500_BASE_831,US500,SHORT,2023-03-17 20:00:00,20,True,ONLINE_CAPTURED,28.07,WIN,0.44,2.616
235,BTCUSD_BASE_1047,BTCUSD,SHORT,2024-02-04 03:00:00,3,False,OFFLINE_MISSED,27.8,WIN,0.435,0.17
236,US500_BASE_478,US500,SHORT,2021-10-26 20:00:00,20,True,ONLINE_CAPTURED,24.64,WIN,0.659,2.976
237,BTCUSD_BASE_481,BTCUSD,LONG,2021-11-04 12:00:00,12,True,ONLINE_CAPTURED,24.6,WIN,1.058,0.327
238,BTCUSD_BASE_794,BTCUSD,LONG,2023-01-22 00:00:00,0,False,OFFLINE_MISSED,24.47,WIN,1.399,0.367
239,BTCUSD_BASE_893,BTCUSD,LONG,2023-06-09 18:00:00,18,True,ONLINE_CAPTURED,24.13,WIN,0.812,0.219
240,US500_BASE_224,US500,LONG,2020-11-03 15:00:00,15,True,ONLINE_CAPTURED,24.11,WIN,0.467,2.883
241,USDJPY_BASE_1176,USDJPY,SHORT,2024-07-18 06:00:00,6,False,OFFLINE_MISSED,23.5,WIN,0.399,1.452
242,BTCUSD_BASE_473,BTCUSD,LONG,2021-10-19 07:00:00,7,False,OFFLINE_MISSED,22.87,WIN,1.13,0.271
243,USDJPY_BASE_536,USDJPY,SHORT,2022-01-20 20:00:00,20,True,ONLINE_CAPTURED,22.83,WIN,0.342,1.256
244,US500_BASE_111,US500,SHORT,2020-05-28 22:00:00,22,False,OFFLINE_MISSED,22.26,WIN,0.46,2.889
245,GBPUSD_BASE_1317,GBPUSD,LONG,2025-01-27 19:00:00,19,True,ONLINE_CAPTURED,21.8,WIN,0.359,0.101
246,XAUUSD_BASE_297,XAUUSD,SHORT,2021-02-04 23:00:00,23,False,OFFLINE_MISSED,21.3,WIN,0.155,5.216
247,US500_BASE_493,US500,LONG,2021-11-27 02:00:00,2,False,OFFLINE_MISSED,20.58,WIN,0.443,2.532
248,USDJPY_BASE_683,USDJPY,SHORT,2022-08-15 13:00:00,13,True,ONLINE_CAPTURED,20.57,WIN,0.289,1.18
249,US500_BASE_818,US500,LONG,2023-03-02 19:00:00,19,True,ONLINE_CAPTURED,20.26,WIN,0.425,2.149
250,BTCUSD_BASE_969,BTCUSD,LONG,2023-10-04 14:00:00,14,True,ONLINE_CAPTURED,19.83,WIN,0.708,0.196
251,XAUUSD_BASE_1547,XAUUSD,LONG,2025-12-02 21:00:00,21,True,ONLINE_CAPTURED,18.37,WIN,0.223,3.083
252,US500_BASE_141,US500,LONG,2020-07-07 15:00:00,15,True,ONLINE_CAPTURED,18.3,WIN,0.429,2.592
253,US500_BASE_207,US500,LONG,2020-10-07 12:00:00,12,True,ONLINE_CAPTURED,18.2,WIN,0.508,2.483
254,USDJPY_BASE_1445,USDJPY,LONG,2025-07-29 18:00:00,18,True,ONLINE_CAPTURED,18.1,WIN,0.439,1.332
255,BTCUSD_BASE_281,BTCUSD,LONG,2021-01-15 12:00:00,12,True,ONLINE_CAPTURED,17.47,WIN,0.573,0.167
256,USDJPY_BASE_220,USDJPY,LONG,2020-10-28 14:00:00,14,True,ONLINE_CAPTURED,17.2,WIN,0.274,0.986
257,USDJPY_BASE_343,USDJPY,SHORT,2021-04-14 20:00:00,20,True,ONLINE_CAPTURED,17.2,WIN,0.311,0.934
258,GBPUSD_BASE_202,GBPUSD,SHORT,2020-09-30 12:00:00,12,True,ONLINE_CAPTURED,15.85,WIN,0.323,0.062
259,USDJPY_BASE_31,USDJPY,LONG,2020-01-31 17:00:00,17,True,ONLINE_CAPTURED,15.62,WIN,0.285,1.147
260,USDJPY_BASE_977,USDJPY,SHORT,2023-10-20 14:00:00,14,True,ONLINE_CAPTURED,15.62,WIN,0.358,0.916
261,USDJPY_BASE_660,USDJPY,SHORT,2022-07-15 13:00:00,13,True,ONLINE_CAPTURED,14.73,WIN,0.315,0.919
262,USDJPY_BASE_728,USDJPY,LONG,2022-10-28 03:00:00,3,False,OFFLINE_MISSED,14.73,WIN,0.261,0.846
263,USDJPY_BASE_923,USDJPY,LONG,2023-07-25 10:00:00,10,True,ONLINE_CAPTURED,14.73,WIN,0.27,0.935
264,US500_BASE_454,US500,LONG,2021-09-20 21:00:00,21,True,ONLINE_CAPTURED,14.57,WIN,0.5,2.172
265,US500_BASE_97,US500,LONG,2020-05-07 05:00:00,5,False,OFFLINE_MISSED,14.36,WIN,0.53,2.331
266,US500_BASE_1534,US500,SHORT,2025-11-13 19:00:00,19,True,ONLINE_CAPTURED,14.18,WIN,0.336,1.41
267,USDJPY_BASE_1424,USDJPY,SHORT,2025-07-02 01:00:00,1,False,OFFLINE_MISSED,13.83,WIN,0.503,1.158
268,XAUUSD_BASE_1433,XAUUSD,LONG,2025-07-09 00:00:00,0,False,OFFLINE_MISSED,13.59,WIN,0.246,2.642
269,US500_BASE_1493,US500,LONG,2025-09-29 10:00:00,10,True,ONLINE_CAPTURED,13.57,WIN,0.272,1.335
270,USDJPY_BASE_1230,USDJPY,LONG,2024-09-26 07:00:00,7,False,OFFLINE_MISSED,13.38,WIN,0.376,1.042
271,XAUUSD_BASE_1369,XAUUSD,LONG,2025-04-14 21:00:00,21,True,ONLINE_CAPTURED,13.31,WIN,0.242,2.713
272,USDJPY_BASE_948,USDJPY,LONG,2023-08-25 15:00:00,15,True,ONLINE_CAPTURED,13.15,WIN,0.336,0.892
273,USDJPY_BASE_1436,USDJPY,LONG,2025-07-14 05:00:00,5,False,OFFLINE_MISSED,12.93,WIN,0.421,1.151
274,BTCUSD_BASE_943,BTCUSD,SHORT,2023-08-18 20:00:00,20,True,ONLINE_CAPTURED,12.76,WIN,0.744,0.148
275,US500_BASE_1553,US500,LONG,2025-12-08 18:00:00,18,True,ONLINE_CAPTURED,12.32,WIN,0.333,1.334
276,US500_BASE_353,US500,SHORT,2021-04-26 23:00:00,23,False,OFFLINE_MISSED,11.94,WIN,0.555,1.924
277,BTCUSD_BASE_22,BTCUSD,SHORT,2020-01-22 09:00:00,9,True,ONLINE_CAPTURED,11.65,WIN,4.163,0.795
278,USDJPY_BASE_686,USDJPY,LONG,2022-08-19 15:00:00,15,True,ONLINE_CAPTURED,11.35,WIN,0.416,0.864
279,GBPUSD_BASE_1036,GBPUSD,LONG,2024-01-17 21:00:00,21,True,ONLINE_CAPTURED,11.3,WIN,0.478,0.068
280,US500_BASE_1154,US500,SHORT,2024-06-15 01:00:00,1,False,OFFLINE_MISSED,11.28,WIN,0.353,1.425
281,BTCUSD_BASE_1472,BTCUSD,LONG,2025-09-02 22:00:00,22,False,OFFLINE_MISSED,11.19,WIN,0.556,0.082
282,US500_BASE_1358,US500,SHORT,2025-04-01 03:00:00,3,False,OFFLINE_MISSED,10.85,WIN,0.285,1.133
283,BTCUSD_BASE_527,BTCUSD,SHORT,2022-01-12 03:00:00,3,False,OFFLINE_MISSED,10.43,WIN,1.125,0.202
284,GBPUSD_BASE_946,GBPUSD,SHORT,2023-08-23 14:00:00,14,True,ONLINE_CAPTURED,10.25,WIN,0.342,0.06
285,USDJPY_BASE_878,USDJPY,SHORT,2023-05-18 12:00:00,12,True,ONLINE_CAPTURED,10.23,WIN,0.267,0.848
286,USDJPY_BASE_484,USDJPY,LONG,2021-11-10 05:00:00,5,False,OFFLINE_MISSED,9.32,WIN,0.326,0.782
287,US500_BASE_1475,US500,LONG,2025-09-08 21:00:00,21,True,ONLINE_CAPTURED,9.21,WIN,0.347,1.107
288,US500_BASE_1329,US500,SHORT,2025-02-14 23:00:00,23,False,OFFLINE_MISSED,9.02,WIN,0.373,1.047
289,US500_BASE_516,US500,LONG,2021-12-23 06:00:00,6,False,OFFLINE_MISSED,8.85,WIN,0.466,1.719
290,USDJPY_BASE_814,USDJPY,SHORT,2023-02-21 21:00:00,21,True,ONLINE_CAPTURED,8.65,WIN,0.307,0.69
291,USDJPY_BASE_864,USDJPY,SHORT,2023-04-27 23:00:00,23,False,OFFLINE_MISSED,8.65,WIN,0.426,0.762
292,USDJPY_BASE_232,USDJPY,SHORT,2020-11-12 16:00:00,16,False,OFFLINE_MISSED,8.43,WIN,0.443,0.683
293,USDJPY_BASE_1536,USDJPY,SHORT,2025-11-19 00:00:00,0,False,OFFLINE_MISSED,8.43,WIN,0.663,1.159
294,BTCUSD_BASE_1080,BTCUSD,LONG,2024-03-13 21:00:00,21,True,ONLINE_CAPTURED,8.22,WIN,0.741,0.085
295,GBPUSD_BASE_133,GBPUSD,SHORT,2020-06-25 19:00:00,19,True,ONLINE_CAPTURED,7.8,WIN,0.365,0.044
296,XAUUSD_BASE_75,XAUUSD,LONG,2020-04-01 02:00:00,2,False,OFFLINE_MISSED,7.53,WIN,0.328,3.719
297,US500_BASE_367,US500,LONG,2021-05-20 11:00:00,11,True,ONLINE_CAPTURED,7.18,WIN,0.412,1.606
298,BTCUSD_BASE_754,BTCUSD,SHORT,2022-12-10 16:00:00,16,False,OFFLINE_MISSED,6.88,WIN,0.904,0.154
299,USDJPY_BASE_1380,USDJPY,LONG,2025-04-30 05:00:00,5,False,OFFLINE_MISSED,6.85,WIN,0.441,0.832
300,USDJPY_BASE_1412,USDJPY,SHORT,2025-06-17 06:00:00,6,False,OFFLINE_MISSED,6.85,WIN,0.452,0.819
301,USDJPY_BASE_1555,USDJPY,LONG,2025-12-10 23:00:00,23,False,OFFLINE_MISSED,6.62,WIN,0.592,1.07
302,XAUUSD_BASE_550,XAUUSD,LONG,2022-02-07 23:00:00,23,False,OFFLINE_MISSED,6.53,WIN,0.294,2.979
303,XAUUSD_BASE_1085,XAUUSD,LONG,2024-03-23 01:00:00,1,False,OFFLINE_MISSED,6.46,WIN,0.334,2.464
304,XAUUSD_BASE_1097,XAUUSD,LONG,2024-04-09 15:00:00,15,True,ONLINE_CAPTURED,5.92,WIN,0.343,2.316
305,USDJPY_BASE_82,USDJPY,LONG,2020-04-10 23:00:00,23,False,OFFLINE_MISSED,5.5,WIN,0.415,0.677
306,USDJPY_BASE_1043,USDJPY,LONG,2024-01-26 09:00:00,9,True,ONLINE_CAPTURED,5.5,WIN,0.301,0.667
307,US500_BASE_344,US500,SHORT,2021-04-15 16:00:00,16,False,OFFLINE_MISSED,5.45,WIN,0.42,1.403
308,US500_BASE_603,US500,SHORT,2022-04-22 21:00:00,21,True,ONLINE_CAPTURED,4.54,WIN,0.525,1.342
309,GBPUSD_BASE_768,GBPUSD,SHORT,2022-12-23 19:00:00,19,True,ONLINE_CAPTURED,4.3,WIN,0.368,0.043
310,XAUUSD_BASE_1257,XAUUSD,SHORT,2024-11-01 23:00:00,23,False,OFFLINE_MISSED,3.87,WIN,0.249,1.687
311,USDJPY_BASE_1333,USDJPY,SHORT,2025-02-20 15:00:00,15,True,ONLINE_CAPTURED,3.25,WIN,0.376,0.651
312,US500_BASE_151,US500,LONG,2020-07-27 14:00:00,14,True,ONLINE_CAPTURED,3.02,WIN,0.43,1.264
313,USDJPY_BASE_261,USDJPY,SHORT,2020-12-22 11:00:00,11,True,ONLINE_CAPTURED,2.8,WIN,0.28,0.483
314,US500_BASE_1486,US500,SHORT,2025-09-22 21:00:00,21,True,ONLINE_CAPTURED,2.72,WIN,0.396,0.77
315,US500_BASE_710,US500,LONG,2022-09-30 19:00:00,19,True,ONLINE_CAPTURED,2.45,WIN,0.363,0.987
316,USDJPY_BASE_1459,USDJPY,SHORT,2025-08-19 20:00:00,20,True,ONLINE_CAPTURED,2.35,WIN,0.43,0.683
317,US500_BASE_532,US500,LONG,2022-01-18 11:00:00,11,True,ONLINE_CAPTURED,2.02,WIN,0.497,1.144
318,US500_BASE_976,US500,SHORT,2023-10-20 01:00:00,1,False,OFFLINE_MISSED,1.59,WIN,0.358,0.917
319,GBPUSD_BASE_982,GBPUSD,SHORT,2023-11-01 20:00:00,20,True,ONLINE_CAPTURED,1.5,WIN,0.386,0.041
320,XAUUSD_BASE_1443,XAUUSD,LONG,2025-07-25 23:00:00,23,False,OFFLINE_MISSED,1.09,WIN,0.243,1.338
321,US500_BASE_429,US500,SHORT,2021-08-17 07:00:00,7,False,OFFLINE_MISSED,1.07,WIN,0.403,1.109
322,USDJPY_BASE_743,USDJPY,LONG,2022-11-24 05:00:00,5,False,OFFLINE_MISSED,1.0,WIN,0.301,0.425
323,XAUUSD_BASE_1249,XAUUSD,LONG,2024-10-18 15:00:00,15,True,ONLINE_CAPTURED,0.86,WIN,0.247,1.383
324,US500_BASE_1225,US500,SHORT,2024-09-17 20:00:00,20,True,ONLINE_CAPTURED,0.8,WIN,0.317,0.761
325,USDJPY_BASE_101,USDJPY,LONG,2020-05-13 18:00:00,18,True,ONLINE_CAPTURED,0.78,WIN,0.361,0.5
326,XAUUSD_BASE_845,XAUUSD,LONG,2023-04-04 00:00:00,0,False,OFFLINE_MISSED,0.69,WIN,0.193,1.961
327,US500_BASE_920,US500,SHORT,2023-07-19 02:00:00,2,False,OFFLINE_MISSED,0.66,WIN,0.377,0.878
328,XAUUSD_BASE_1302,XAUUSD,LONG,2024-12-30 17:00:00,17,True,ONLINE_CAPTURED,0.15,WIN,0.23,1.351
329,US500_BASE_1352,US500,SHORT,2025-03-20 23:00:00,23,False,OFFLINE_MISSED,0.05,WIN,0.313,0.608
330,US500_BASE_775,US500,SHORT,2022-12-30 17:00:00,17,True,ONLINE_CAPTURED,-0.12,LOSS,0.83,0.313
331,USDJPY_BASE_441,USDJPY,LONG,2021-09-02 23:00:00,23,False,OFFLINE_MISSED,-0.35,LOSS,0.449,0.285
332,XAUUSD_BASE_747,XAUUSD,LONG,2022-11-29 21:00:00,21,True,ONLINE_CAPTURED,-0.41,LOSS,2.03,0.317
333,XAUUSD_BASE_216,XAUUSD,SHORT,2020-10-21 05:00:00,5,False,OFFLINE_MISSED,-0.42,LOSS,1.879,0.187
334,US500_BASE_263,US500,LONG,2020-12-26 04:00:00,4,False,OFFLINE_MISSED,-0.5,LOSS,0.988,0.387
335,USDJPY_BASE_57,USDJPY,LONG,2020-03-04 06:00:00,6,False,OFFLINE_MISSED,-0.57,LOSS,0.464,0.275
336,XAUUSD_BASE_635,XAUUSD,SHORT,2022-06-10 17:00:00,17,True,ONLINE_CAPTURED,-0.62,LOSS,1.861,0.171
337,XAUUSD_BASE_480,XAUUSD,SHORT,2021-11-01 22:00:00,22,False,OFFLINE_MISSED,-0.79,LOSS,1.872,0.163
338,USDJPY_BASE_1082,USDJPY,SHORT,2024-03-19 08:00:00,8,False,OFFLINE_MISSED,-0.8,LOSS,0.438,0.289
339,USDJPY_BASE_1342,USDJPY,SHORT,2025-03-07 19:00:00,19,True,ONLINE_CAPTURED,-0.8,LOSS,0.516,0.324
340,US500_BASE_736,US500,LONG,2022-11-11 23:00:00,23,False,OFFLINE_MISSED,-0.91,LOSS,0.764,0.317
341,XAUUSD_BASE_1158,XAUUSD,LONG,2024-06-20 18:00:00,18,True,ONLINE_CAPTURED,-0.98,LOSS,1.451,0.222
342,XAUUSD_BASE_1561,XAUUSD,SHORT,2025-12-17 22:00:00,22,False,OFFLINE_MISSED,-1.16,LOSS,1.104,0.173
343,USDJPY_BASE_1198,USDJPY,LONG,2024-08-14 22:00:00,22,False,OFFLINE_MISSED,-1.25,LOSS,0.452,0.282
344,US500_BASE_514,US500,SHORT,2021-12-20 18:00:00,18,True,ONLINE_CAPTURED,-1.36,LOSS,0.893,0.331
345,US500_BASE_502,US500,SHORT,2021-12-06 12:00:00,12,True,ONLINE_CAPTURED,-1.45,LOSS,0.822,0.335
346,XAUUSD_BASE_1274,XAUUSD,SHORT,2024-11-19 12:00:00,12,True,ONLINE_CAPTURED,-1.6,LOSS,1.167,0.143
347,USDJPY_BASE_702,USDJPY,LONG,2022-09-23 18:00:00,18,True,ONLINE_CAPTURED,-1.7,LOSS,0.376,0.295
348,US500_BASE_721,US500,LONG,2022-10-17 08:00:00,8,False,OFFLINE_MISSED,-1.86,LOSS,0.692,0.29
349,USDJPY_BASE_276,USDJPY,SHORT,2021-01-11 11:00:00,11,True,ONLINE_CAPTURED,-1.93,LOSS,0.324,0.226
350,US500_BASE_303,US500,LONG,2021-02-17 20:00:00,20,True,ONLINE_CAPTURED,-1.95,LOSS,0.889,0.413
351,US500_BASE_742,US500,LONG,2022-11-22 09:00:00,9,True,ONLINE_CAPTURED,-2.06,LOSS,0.68,0.253
352,XAUUSD_BASE_910,XAUUSD,LONG,2023-07-05 05:00:00,5,False,OFFLINE_MISSED,-2.29,LOSS,1.551,0.138
353,BTCUSD_BASE_1444,BTCUSD,LONG,2025-07-27 17:00:00,17,True,ONLINE_CAPTURED,-2.45,LOSS,0.034,0.25
354,XAUUSD_BASE_1008,XAUUSD,SHORT,2023-12-08 02:00:00,2,False,OFFLINE_MISSED,-2.5,LOSS,1.397,0.162
355,XAUUSD_BASE_642,XAUUSD,SHORT,2022-06-24 20:00:00,20,True,ONLINE_CAPTURED,-2.65,LOSS,1.584,0.251
356,XAUUSD_BASE_1379,XAUUSD,LONG,2025-04-29 18:00:00,18,True,ONLINE_CAPTURED,-2.65,LOSS,0.994,0.176
357,XAUUSD_BASE_1308,XAUUSD,SHORT,2025-01-09 18:00:00,18,True,ONLINE_CAPTURED,-2.72,LOSS,1.025,0.201
358,US500_BASE_965,US500,LONG,2023-09-23 04:00:00,4,False,OFFLINE_MISSED,-2.97,LOSS,0.562,0.222
359,XAUUSD_BASE_233,XAUUSD,SHORT,2020-11-12 18:00:00,18,True,ONLINE_CAPTURED,-3.04,LOSS,1.484,0.215
360,USDJPY_BASE_1184,USDJPY,SHORT,2024-07-26 17:00:00,17,True,ONLINE_CAPTURED,-3.05,LOSS,0.393,0.235
361,US500_BASE_1541,US500,SHORT,2025-11-25 19:00:00,19,True,ONLINE_CAPTURED,-3.29,LOSS,0.493,0.257
362,US500_BASE_535,US500,SHORT,2022-01-20 09:00:00,9,True,ONLINE_CAPTURED,-3.33,LOSS,0.712,0.423
363,US500_BASE_1132,US500,LONG,2024-05-22 09:00:00,9,True,ONLINE_CAPTURED,-4.04,LOSS,0.511,0.268
364,XAUUSD_BASE_935,XAUUSD,LONG,2023-08-08 18:00:00,18,True,ONLINE_CAPTURED,-4.06,LOSS,1.219,0.154
365,GBPUSD_BASE_1195,GBPUSD,LONG,2024-08-09 13:00:00,13,True,ONLINE_CAPTURED,-4.1,LOSS,0.023,0.278
366,US500_BASE_1117,US500,LONG,2024-05-06 12:00:00,12,True,ONLINE_CAPTURED,-4.28,LOSS,0.502,0.272
367,XAUUSD_BASE_356,XAUUSD,LONG,2021-05-03 23:00:00,23,False,OFFLINE_MISSED,-4.29,LOSS,1.335,0.152
368,XAUUSD_BASE_1339,XAUUSD,LONG,2025-02-28 21:00:00,21,True,ONLINE_CAPTURED,-4.31,LOSS,0.857,0.214
369,US500_BASE_575,US500,SHORT,2022-03-17 15:00:00,15,True,ONLINE_CAPTURED,-4.48,LOSS,0.566,0.281
370,USDJPY_BASE_1022,USDJPY,LONG,2024-01-04 22:00:00,22,False,OFFLINE_MISSED,-4.62,LOSS,0.278,0.299
371,USDJPY_BASE_760,USDJPY,SHORT,2022-12-15 15:00:00,15,True,ONLINE_CAPTURED,-4.63,LOSS,0.251,0.217
372,USDJPY_BASE_140,USDJPY,SHORT,2020-07-06 22:00:00,22,False,OFFLINE_MISSED,-4.85,LOSS,0.28,0.277
373,XAUUSD_BASE_960,XAUUSD,SHORT,2023-09-13 22:00:00,22,False,OFFLINE_MISSED,-4.88,LOSS,1.104,0.16
374,US500_BASE_1283,US500,SHORT,2024-12-05 15:00:00,15,True,ONLINE_CAPTURED,-4.89,LOSS,0.377,0.185
375,US500_BASE_1199,US500,SHORT,2024-08-15 01:00:00,1,False,OFFLINE_MISSED,-4.96,LOSS,0.444,0.231
376,US500_BASE_697,US500,SHORT,2022-09-07 11:00:00,11,True,ONLINE_CAPTURED,-5.02,LOSS,0.527,0.276
377,XAUUSD_BASE_569,XAUUSD,LONG,2022-03-09 17:00:00,17,True,ONLINE_CAPTURED,-5.07,LOSS,1.133,0.198
378,USDJPY_BASE_1059,USDJPY,SHORT,2024-02-16 19:00:00,19,True,ONLINE_CAPTURED,-5.08,LOSS,0.273,0.291
379,US500_BASE_217,US500,LONG,2020-10-22 00:00:00,0,False,OFFLINE_MISSED,-5.16,LOSS,0.573,0.353
380,XAUUSD_BASE_1386,XAUUSD,SHORT,2025-05-12 23:00:00,23,False,OFFLINE_MISSED,-5.37,LOSS,0.716,0.297
381,US500_BASE_907,US500,LONG,2023-06-28 14:00:00,14,True,ONLINE_CAPTURED,-5.5,LOSS,0.481,0.311
382,USDJPY_BASE_1320,USDJPY,SHORT,2025-01-31 03:00:00,3,False,OFFLINE_MISSED,-5.52,LOSS,0.284,0.291
383,XAUUSD_BASE_155,XAUUSD,LONG,2020-07-30 20:00:00,20,True,ONLINE_CAPTURED,-5.59,LOSS,1.014,0.222
384,US500_BASE_787,US500,LONG,2023-01-16 20:00:00,20,True,ONLINE_CAPTURED,-5.62,LOSS,0.463,0.317
385,US500_BASE_286,US500,SHORT,2021-01-26 15:00:00,15,True,ONLINE_CAPTURED,-5.71,LOSS,0.58,0.418
386,USDJPY_BASE_126,USDJPY,LONG,2020-06-16 20:00:00,20,True,ONLINE_CAPTURED,-5.75,LOSS,0.246,0.307
387,XAUUSD_BASE_1221,XAUUSD,SHORT,2024-09-11 00:00:00,0,False,OFFLINE_MISSED,-5.93,LOSS,0.726,0.186
388,US500_BASE_999,US500,SHORT,2023-11-22 14:00:00,14,True,ONLINE_CAPTURED,-5.99,LOSS,0.406,0.27
389,US500_BASE_1564,US500,LONG,2025-12-24 20:00:00,20,True,ONLINE_CAPTURED,-5.99,LOSS,0.344,0.268
390,US500_BASE_934,US500,LONG,2023-08-08 16:00:00,16,False,OFFLINE_MISSED,-6.15,LOSS,0.418,0.312
