trade_id,symbol,direction,entry_time_utc,entry_time_thai,thai_hour,time_bucket,is_user_online,schedule_status,entry_price,initial_sl,exit_time,exit_price,exit_reason,outcome,hypothetical_net_pnl_thb,mae_price,mfe_price,mae_pct,mfe_pct
XAUUSD_BASE_259,XAUUSD,LONG,2020-12-18 19:00:00,2020-12-19 02:00:00,2,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1851.88,1834.66175,2020-12-22 14:00:00,1849.71,THESIS_EXIT,LOSS,-13.26,2.17,5.16547,0.117,0.279
USDJPY_BASE_261,USDJPY,SHORT,2020-12-22 04:00:00,2020-12-22 11:00:00,11,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,140.76,141.74675,2020-12-25 12:00:00,140.08,THESIS_EXIT,WIN,2.8,0.3947,0.68,0.28,0.483
GBPUSD_BASE_262,GBPUSD,LONG,2020-12-22 20:00:00,2020-12-23 03:00:00,3,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1.30416,1.29266,2020-12-29 03:00:00,1.32105,THESIS_EXIT,WIN,578.65,0.0046,0.01689,0.353,1.295
US500_BASE_263,US500,LONG,2020-12-25 21:00:00,2020-12-26 04:00:00,4,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,3470.24,3425.5125,2020-12-29 14:00:00,3504.53,THESIS_EXIT,LOSS,-0.5,34.29,13.41825,0.988,0.387
GBPUSD_BASE_264,GBPUSD,SHORT,2020-12-29 13:00:00,2020-12-29 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1.31417,1.32617,2020-12-30 13:00:00,1.3181,THESIS_EXIT,LOSS,-150.05,0.00393,0.0036,0.299,0.274
US500_BASE_265,US500,SHORT,2020-12-30 05:00:00,2020-12-30 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,3501.96,3540.58425,2020-12-31 16:00:00,3488.25,THESIS_EXIT,LOSS,-7.7,13.71,11.58727,0.391,0.331
GBPUSD_BASE_267,GBPUSD,LONG,2021-01-01 19:00:00,2021-01-02 02:00:00,2,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1.30513,1.29538,2021-01-04 05:00:00,1.29538,STOP_LOSS_TOUCH,LOSS,-353.75,0.00975,0.00292,0.747,0.224
USDJPY_BASE_266,USDJPY,LONG,2020-12-30 13:00:00,2020-12-30 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,140.76,139.67925,2021-01-04 10:00:00,144.18,THESIS_EXIT,WIN,64.45,0.4323,3.42,0.307,2.43
USDJPY_BASE_268,USDJPY,SHORT,2021-01-05 00:00:00,2021-01-05 07:00:00,7,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,144.62,145.5935,2021-01-05 15:00:00,145.22,THESIS_EXIT,LOSS,-26.0,0.6,0.29205,0.415,0.202
BTCUSD_BASE_270,BTCUSD,LONG,2021-01-05 15:00:00,2021-01-05 22:00:00,22,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,48987.68,48130.7205,2021-01-06 08:00:00,48542.6,THESIS_EXIT,LOSS,-168.28,445.08,257.08785,0.909,0.525
XAUUSD_BASE_269,XAUUSD,SHORT,2021-01-05 12:00:00,2021-01-05 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1910.74,1918.46475,2021-01-07 15:00:00,1910.03,THESIS_EXIT,LOSS,-12.25,0.71,2.31743,0.037,0.121
US500_BASE_271,US500,SHORT,2021-01-07 14:00:00,2021-01-07 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3391.47,3440.9965,2021-01-07 17:00:00,3423.79,THESIS_EXIT,LOSS,-23.81,32.32,14.85795,0.953,0.438
USDJPY_BASE_272,USDJPY,LONG,2021-01-07 17:00:00,2021-01-08 00:00:00,0,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,145.8,144.4625,2021-01-08 13:00:00,145.12,THESIS_EXIT,LOSS,-27.8,0.68,0.40125,0.466,0.275
GBPUSD_BASE_273,GBPUSD,SHORT,2021-01-08 07:00:00,2021-01-08 14:00:00,14,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1.29042,1.29967,2021-01-08 16:00:00,1.29967,STOP_LOSS_TOUCH,LOSS,-336.25,0.00925,0.00277,0.717,0.215
BTCUSD_BASE_274,BTCUSD,LONG,2021-01-09 09:00:00,2021-01-09 16:00:00,16,16:00–17:00 (Dinner Break),False,OFFLINE_MISSED,51191.58,50127.42375,2021-01-10 08:00:00,50390.08,THESIS_EXIT,LOSS,-293.03,801.5,319.24687,1.566,0.624
USDJPY_BASE_276,USDJPY,SHORT,2021-01-11 04:00:00,2021-01-11 11:00:00,11,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,145.04,146.131,2021-01-12 20:00:00,144.57,THESIS_EXIT,LOSS,-1.93,0.47,0.3273,0.324,0.226
BTCUSD_BASE_275,BTCUSD,SHORT,2021-01-10 16:00:00,2021-01-10 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,50731.39,51776.84425,2021-01-13 10:00:00,49679.82,THESIS_EXIT,WIN,355.55,418.1817,1051.57,0.824,2.073
US500_BASE_277,US500,LONG,2021-01-13 14:00:00,2021-01-13 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3317.24,3269.8385,2021-01-14 05:00:00,3299.71,THESIS_EXIT,LOSS,-18.64,17.53,14.22045,0.528,0.429
USDJPY_BASE_278,USDJPY,LONG,2021-01-14 11:00:00,2021-01-14 18:00:00,18,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,145.07,143.9305,2021-01-14 13:00:00,143.9305,STOP_LOSS_TOUCH,LOSS,-38.14,1.1395,0.34185,0.785,0.236
US500_BASE_279,US500,SHORT,2021-01-14 20:00:00,2021-01-15 03:00:00,3,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,3295.06,3333.941,2021-01-15 01:00:00,3319.24,THESIS_EXIT,LOSS,-20.96,24.18,11.6643,0.734,0.354
US500_BASE_280,US500,LONG,2021-01-15 05:00:00,2021-01-15 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,3318.15,3281.86625,2021-01-15 14:00:00,3281.86625,STOP_LOSS_TOUCH,LOSS,-25.2,36.28375,10.88513,1.093,0.328
BTCUSD_BASE_281,BTCUSD,LONG,2021-01-15 05:00:00,2021-01-15 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,51396.12,50659.772,2021-01-17 15:00:00,51481.74,THESIS_EXIT,WIN,17.47,294.5392,85.62,0.573,0.167
BTCUSD_BASE_283,BTCUSD,SHORT,2021-01-19 12:00:00,2021-01-19 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,50872.95,51868.77375,2021-01-20 16:00:00,51119.64,THESIS_EXIT,LOSS,-98.84,246.69,298.74713,0.485,0.587
US500_BASE_284,US500,LONG,2021-01-21 15:00:00,2021-01-21 22:00:00,22,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,3402.33,3345.07275,2021-01-22 15:00:00,3405.95,THESIS_EXIT,LOSS,-11.23,3.62,17.17718,0.106,0.505
GBPUSD_BASE_282,GBPUSD,SHORT,2021-01-18 11:00:00,2021-01-18 18:00:00,18,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1.29323,1.30198,2021-01-24 23:00:00,1.27125,THESIS_EXIT,WIN,756.8,0.0035,0.02198,0.271,1.7
BTCUSD_BASE_285,BTCUSD,SHORT,2021-01-26 01:00:00,2021-01-26 08:00:00,8,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,50080.0,50995.5605,2021-01-28 06:00:00,50135.07,THESIS_EXIT,LOSS,-31.77,55.07,274.66815,0.11,0.548
US500_BASE_286,US500,SHORT,2021-01-26 08:00:00,2021-01-26 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,3345.12,3391.71825,2021-01-28 07:00:00,3325.73,THESIS_EXIT,LOSS,-5.71,19.39,13.97948,0.58,0.418
XAUUSD_BASE_287,XAUUSD,SHORT,2021-01-28 12:00:00,2021-01-28 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1882.67,1891.4035,2021-01-29 08:00:00,1889.84,THESIS_EXIT,LOSS,-15.01,7.17,2.62005,0.381,0.139
US500_BASE_288,US500,LONG,2021-01-28 18:00:00,2021-01-29 01:00:00,1,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,3321.78,3274.9375,2021-01-29 15:00:00,3291.55,THESIS_EXIT,LOSS,-23.08,30.23,14.05275,0.91,0.423
BTCUSD_BASE_290,BTCUSD,LONG,2021-01-30 08:00:00,2021-01-30 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,51310.72,50677.25975,2021-01-31 11:00:00,50918.37,THESIS_EXIT,LOSS,-149.82,392.35,190.03807,0.765,0.37
USDJPY_BASE_289,USDJPY,SHORT,2021-01-29 16:00:00,2021-01-29 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,141.0,142.064,2021-02-01 05:00:00,141.32,THESIS_EXIT,LOSS,-19.7,0.32,0.3192,0.227,0.226
XAUUSD_BASE_291,XAUUSD,LONG,2021-02-01 01:00:00,2021-02-01 08:00:00,8,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1889.59,1883.8355,2021-02-01 05:00:00,1886.76,THESIS_EXIT,LOSS,-13.49,2.83,1.72635,0.15,0.091
US500_BASE_293,US500,LONG,2021-02-01 10:00:00,2021-02-01 17:00:00,17,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3330.13,3282.74825,2021-02-01 12:00:00,3299.12,THESIS_EXIT,LOSS,-23.35,31.01,14.21453,0.931,0.427
USDJPY_BASE_294,USDJPY,LONG,2021-02-01 16:00:00,2021-02-01 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,141.4,140.31875,2021-02-02 06:00:00,140.73,THESIS_EXIT,LOSS,-27.58,0.67,0.32438,0.474,0.229
GBPUSD_BASE_292,GBPUSD,SHORT,2021-02-01 05:00:00,2021-02-01 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1.26717,1.27667,2021-02-02 09:00:00,1.27667,STOP_LOSS_TOUCH,LOSS,-345.0,0.0095,0.00285,0.75,0.225
BTCUSD_BASE_296,BTCUSD,LONG,2021-02-04 05:00:00,2021-02-04 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,52336.73,51472.77,2021-02-04 10:00:00,51472.77,STOP_LOSS_TOUCH,LOSS,-314.89,863.96,259.188,1.651,0.495
USDJPY_BASE_295,USDJPY,SHORT,2021-02-03 03:00:00,2021-02-03 10:00:00,10,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,140.58,141.4325,2021-02-08 11:00:00,140.79,THESIS_EXIT,LOSS,-17.22,0.21,0.25575,0.149,0.182
GBPUSD_BASE_298,GBPUSD,SHORT,2021-02-09 05:00:00,2021-02-09 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1.28936,1.29686,2021-02-11 10:00:00,1.2876,THESIS_EXIT,WIN,49.1,0.003,0.00176,0.233,0.137
GBPUSD_BASE_299,GBPUSD,LONG,2021-02-12 11:00:00,2021-02-12 18:00:00,18,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1.29534,1.28709,2021-02-12 19:00:00,1.28709,STOP_LOSS_TOUCH,LOSS,-301.25,0.00825,0.00248,0.637,0.191
USDJPY_BASE_300,USDJPY,LONG,2021-02-15 06:00:00,2021-02-15 13:00:00,13,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,142.48,141.604,2021-02-15 07:00:00,141.604,STOP_LOSS_TOUCH,LOSS,-32.21,0.876,0.2628,0.615,0.184
BTCUSD_BASE_301,BTCUSD,SHORT,2021-02-15 09:00:00,2021-02-15 16:00:00,16,16:00–17:00 (Dinner Break),False,OFFLINE_MISSED,50747.53,51617.28575,2021-02-16 13:00:00,51171.96,THESIS_EXIT,LOSS,-161.05,424.43,260.92672,0.836,0.514
BTCUSD_BASE_302,BTCUSD,LONG,2021-02-16 21:00:00,2021-02-17 04:00:00,4,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,50845.44,49787.27,2021-02-17 12:00:00,50331.08,THESIS_EXIT,LOSS,-192.53,514.36,317.451,1.012,0.624
US500_BASE_303,US500,LONG,2021-02-17 13:00:00,2021-02-17 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3390.4,3343.7805,2021-02-22 16:00:00,3420.55,THESIS_EXIT,LOSS,-1.95,30.15,13.98585,0.889,0.413
GBPUSD_BASE_304,GBPUSD,LONG,2021-02-22 16:00:00,2021-02-22 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,1.29038,1.28138,2021-02-22 20:00:00,1.2866,THESIS_EXIT,LOSS,-144.8,0.00378,0.0027,0.293,0.209
BTCUSD_BASE_305,BTCUSD,LONG,2021-02-23 01:00:00,2021-02-23 08:00:00,8,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,48123.9,47365.25275,2021-02-23 15:00:00,47365.25275,STOP_LOSS_TOUCH,LOSS,-278.03,758.64725,227.59418,1.576,0.473
US500_BASE_306,US500,LONG,2021-02-23 15:00:00,2021-02-23 22:00:00,22,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,3441.59,3391.7315,2021-02-24 15:00:00,3391.7315,STOP_LOSS_TOUCH,LOSS,-29.95,49.8585,14.95755,1.449,0.435
XAUUSD_BASE_297,XAUUSD,SHORT,2021-02-04 16:00:00,2021-02-04 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,1851.57,1858.75625,2021-02-25 03:00:00,1755.0,THESIS_EXIT,WIN,21.3,2.8745,96.57,0.155,5.216
BTCUSD_BASE_307,BTCUSD,SHORT,2021-02-25 04:00:00,2021-02-25 11:00:00,11,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,47189.47,47946.56725,2021-02-25 12:00:00,47946.56725,STOP_LOSS_TOUCH,LOSS,-277.48,757.09725,227.12917,1.604,0.481
BTCUSD_BASE_308,BTCUSD,LONG,2021-02-25 19:00:00,2021-02-26 02:00:00,2,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,47664.5,46597.226,2021-02-26 13:00:00,46996.15,THESIS_EXIT,LOSS,-246.42,668.35,320.1822,1.402,0.672
GBPUSD_BASE_309,GBPUSD,SHORT,2021-02-26 14:00:00,2021-02-26 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1.28066,1.29191,2021-03-01 04:00:00,1.28613,THESIS_EXIT,LOSS,-203.95,0.00547,0.00337,0.427,0.264
USDJPY_BASE_310,USDJPY,LONG,2021-03-01 12:00:00,2021-03-01 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,145.49,144.46375,2021-03-02 12:00:00,145.08,THESIS_EXIT,LOSS,-21.72,0.41,0.30788,0.282,0.212
XAUUSD_BASE_311,XAUUSD,SHORT,2021-03-01 17:00:00,2021-03-02 00:00:00,0,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1754.54,1762.10425,2021-03-03 15:00:00,1757.01,THESIS_EXIT,LOSS,-13.36,2.47,2.26927,0.141,0.129
XAUUSD_BASE_313,XAUUSD,LONG,2021-03-04 06:00:00,2021-03-04 13:00:00,13,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1754.04,1747.3315,2021-03-05 07:00:00,1755.84,THESIS_EXIT,LOSS,-11.87,1.8,2.01255,0.103,0.115
BTCUSD_BASE_314,BTCUSD,SHORT,2021-03-05 13:00:00,2021-03-05 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,44970.68,45924.6655,2021-03-09 05:00:00,43376.08,THESIS_EXIT,WIN,545.61,381.5942,1594.6,0.849,3.546
XAUUSD_BASE_315,XAUUSD,SHORT,2021-03-09 06:00:00,2021-03-09 13:00:00,13,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1742.86,1748.19225,2021-03-09 12:00:00,1748.19225,STOP_LOSS_TOUCH,LOSS,-14.37,5.33225,1.59967,0.306,0.092
BTCUSD_BASE_316,BTCUSD,LONG,2021-03-09 15:00:00,2021-03-09 22:00:00,22,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,43284.7,42383.34425,2021-03-10 06:00:00,42823.95,THESIS_EXIT,LOSS,-173.76,460.75,270.40673,1.064,0.625
GBPUSD_BASE_317,GBPUSD,LONG,2021-03-10 09:00:00,2021-03-10 16:00:00,16,16:00–17:00 (Dinner Break),False,OFFLINE_MISSED,1.31984,1.31034,2021-03-10 13:00:00,1.31137,THESIS_EXIT,LOSS,-308.95,0.00847,0.00285,0.642,0.216
USDJPY_BASE_312,USDJPY,LONG,2021-03-03 17:00:00,2021-03-04 00:00:00,0,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,145.53,144.13725,2021-03-11 09:00:00,150.21,THESIS_EXIT,WIN,92.8,0.5571,4.68,0.383,3.216
XAUUSD_BASE_318,XAUUSD,SHORT,2021-03-10 16:00:00,2021-03-10 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,1747.4,1755.882,2021-03-11 20:00:00,1750.17,THESIS_EXIT,LOSS,-13.47,2.77,2.5446,0.159,0.146
US500_BASE_319,US500,LONG,2021-03-12 14:00:00,2021-03-12 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3291.68,3235.73175,2021-03-15 08:00:00,3257.73,THESIS_EXIT,LOSS,-24.38,33.95,16.78447,1.031,0.51
XAUUSD_BASE_320,XAUUSD,SHORT,2021-03-12 19:00:00,2021-03-13 02:00:00,2,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,1743.63,1750.02075,2021-03-15 14:00:00,1744.68,THESIS_EXIT,LOSS,-12.87,1.05,1.91723,0.06,0.11
US500_BASE_322,US500,SHORT,2021-03-16 07:00:00,2021-03-16 14:00:00,14,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,3226.25,3272.50525,2021-03-16 11:00:00,3272.50525,STOP_LOSS_TOUCH,LOSS,-28.69,46.25525,13.87658,1.434,0.43
USDJPY_BASE_321,USDJPY,SHORT,2021-03-15 10:00:00,2021-03-15 17:00:00,17,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,149.27,150.285,2021-03-17 07:00:00,149.75,THESIS_EXIT,LOSS,-23.3,0.48,0.3045,0.322,0.204
GBPUSD_BASE_323,GBPUSD,SHORT,2021-03-17 02:00:00,2021-03-17 09:00:00,9,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1.30571,1.31471,2021-03-17 15:00:00,1.31172,THESIS_EXIT,LOSS,-222.85,0.00601,0.0027,0.46,0.207
US500_BASE_324,US500,SHORT,2021-03-17 13:00:00,2021-03-17 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3204.49,3251.8,2021-03-17 19:00:00,3232.82,THESIS_EXIT,LOSS,-22.42,28.33,14.193,0.884,0.443
USDJPY_BASE_325,USDJPY,LONG,2021-03-17 23:00:00,2021-03-18 06:00:00,6,00:00–09:00 (Overnight/Asia),False,OFFLINE_MISSED,149.71,148.50525,2021-03-18 13:00:00,149.13,THESIS_EXIT,LOSS,-25.55,0.58,0.36142,0.387,0.241
GBPUSD_BASE_326,GBPUSD,LONG,2021-03-19 05:00:00,2021-03-19 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1.3184,1.3104,2021-03-19 10:00:00,1.3104,STOP_LOSS_TOUCH,LOSS,-292.5,0.008,0.0024,0.607,0.182
BTCUSD_BASE_327,BTCUSD,SHORT,2021-03-19 09:00:00,2021-03-19 16:00:00,16,16:00–17:00 (Dinner Break),False,OFFLINE_MISSED,42368.09,43453.21075,2021-03-19 12:00:00,43453.21075,STOP_LOSS_TOUCH,LOSS,-392.29,1085.12075,325.53623,2.561,0.768
USDJPY_BASE_329,USDJPY,LONG,2021-03-23 08:00:00,2021-03-23 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,149.85,148.88625,2021-03-23 12:00:00,148.88625,STOP_LOSS_TOUCH,LOSS,-34.18,0.96375,0.28913,0.643,0.193
BTCUSD_BASE_330,BTCUSD,SHORT,2021-03-24 07:00:00,2021-03-24 14:00:00,14,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,42897.09,43702.86975,2021-03-24 08:00:00,43347.34,THESIS_EXIT,LOSS,-170.09,450.25,241.73393,1.05,0.564
BTCUSD_BASE_331,BTCUSD,LONG,2021-03-24 16:00:00,2021-03-24 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,43167.01,42179.565,2021-03-26 16:00:00,44181.15,THESIS_EXIT,WIN,342.45,394.978,1014.14,0.915,2.349
BTCUSD_BASE_332,BTCUSD,LONG,2021-03-28 15:00:00,2021-03-28 22:00:00,22,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,46229.31,45050.952,2021-03-30 11:00:00,46949.25,THESIS_EXIT,WIN,239.48,471.3432,719.94,1.02,1.557
XAUUSD_BASE_333,XAUUSD,LONG,2021-03-30 11:00:00,2021-03-30 18:00:00,18,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1754.51,1748.33625,2021-03-31 13:00:00,1751.38,THESIS_EXIT,LOSS,-13.6,3.13,1.85212,0.178,0.106
USDJPY_BASE_334,USDJPY,SHORT,2021-04-01 08:00:00,2021-04-01 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,144.87,146.05325,2021-04-01 13:00:00,145.61,THESIS_EXIT,LOSS,-29.15,0.74,0.35497,0.511,0.245
XAUUSD_BASE_335,XAUUSD,LONG,2021-04-02 06:00:00,2021-04-02 13:00:00,13,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1758.26,1752.74925,2021-04-02 07:00:00,1752.74925,STOP_LOSS_TOUCH,LOSS,-14.43,5.51075,1.65322,0.313,0.094
US500_BASE_328,US500,LONG,2021-03-22 12:00:00,2021-03-22 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3271.68,3218.172,2021-04-02 14:00:00,3591.54,THESIS_EXIT,WIN,99.45,21.4032,319.86,0.654,9.777
XAUUSD_BASE_337,XAUUSD,SHORT,2021-04-05 05:00:00,2021-04-05 12:00:00,12,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1750.81,1758.9315,2021-04-05 13:00:00,1756.04,THESIS_EXIT,LOSS,-14.33,5.23,2.43645,0.299,0.139
USDJPY_BASE_336,USDJPY,LONG,2021-04-02 14:00:00,2021-04-02 21:00:00,21,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,145.89,144.78125,2021-04-05 14:00:00,145.79,THESIS_EXIT,LOSS,-14.75,0.1,0.33262,0.069,0.228
BTCUSD_BASE_339,BTCUSD,LONG,2021-04-07 12:00:00,2021-04-07 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,45307.3,44329.3535,2021-04-07 15:00:00,44329.3535,STOP_LOSS_TOUCH,LOSS,-354.78,977.9465,293.38395,2.158,0.648
US500_BASE_340,US500,LONG,2021-04-07 16:00:00,2021-04-07 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,3642.0,3595.01325,2021-04-13 03:00:00,3656.88,THESIS_EXIT,LOSS,-7.29,14.88,14.09603,0.409,0.387
US500_BASE_341,US500,SHORT,2021-04-13 13:00:00,2021-04-13 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3660.72,3704.752,2021-04-13 15:00:00,3687.25,THESIS_EXIT,LOSS,-21.79,26.53,13.2096,0.725,0.361
USDJPY_BASE_338,USDJPY,SHORT,2021-04-07 07:00:00,2021-04-07 14:00:00,14,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,144.32,145.3915,2021-04-13 16:00:00,142.05,THESIS_EXIT,WIN,38.57,0.4286,2.27,0.297,1.573
XAUUSD_BASE_342,XAUUSD,SHORT,2021-04-14 08:00:00,2021-04-14 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1756.32,1762.369,2021-04-14 14:00:00,1762.369,STOP_LOSS_TOUCH,LOSS,-14.62,6.049,1.8147,0.344,0.103
USDJPY_BASE_343,USDJPY,SHORT,2021-04-14 13:00:00,2021-04-14 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,141.26,142.35825,2021-04-20 12:00:00,139.94,THESIS_EXIT,WIN,17.2,0.4393,1.32,0.311,0.934
US500_BASE_344,US500,SHORT,2021-04-15 09:00:00,2021-04-15 16:00:00,16,16:00–17:00 (Dinner Break),False,OFFLINE_MISSED,3655.93,3694.303,2021-04-20 15:00:00,3604.65,THESIS_EXIT,WIN,5.45,15.3492,51.28,0.42,1.403
GBPUSD_BASE_345,GBPUSD,LONG,2021-04-20 12:00:00,2021-04-20 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1.35589,1.34564,2021-04-21 03:00:00,1.34926,THESIS_EXIT,LOSS,-244.55,0.00663,0.00308,0.489,0.227
USDJPY_BASE_346,USDJPY,LONG,2021-04-21 06:00:00,2021-04-21 13:00:00,13,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,139.81,138.8075,2021-04-22 00:00:00,139.02,THESIS_EXIT,LOSS,-30.27,0.79,0.30075,0.565,0.215
XAUUSD_BASE_347,XAUUSD,SHORT,2021-04-21 08:00:00,2021-04-21 15:00:00,15,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1758.65,1764.79875,2021-04-22 12:00:00,1759.65,THESIS_EXIT,LOSS,-12.85,1.0,1.84463,0.057,0.105
USDJPY_BASE_349,USDJPY,SHORT,2021-04-22 13:00:00,2021-04-22 20:00:00,20,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,139.1,140.28025,2021-04-22 15:00:00,140.28025,STOP_LOSS_TOUCH,LOSS,-39.06,1.18025,0.35408,0.848,0.255
XAUUSD_BASE_350,XAUUSD,LONG,2021-04-23 06:00:00,2021-04-23 13:00:00,13,09:00–16:00 (Day/London Open),True,ONLINE_CAPTURED,1758.07,1752.0935,2021-04-23 10:00:00,1755.48,THESIS_EXIT,LOSS,-13.41,2.59,1.79295,0.147,0.102
US500_BASE_348,US500,LONG,2021-04-22 12:00:00,2021-04-22 19:00:00,19,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,3649.11,3603.519,2021-04-26 03:00:00,3629.19,THESIS_EXIT,LOSS,-19.47,19.92,13.6773,0.546,0.375
XAUUSD_BASE_352,XAUUSD,SHORT,2021-04-26 11:00:00,2021-04-26 18:00:00,18,17:00–22:00 (Evening/NY Overlap),True,ONLINE_CAPTURED,1755.48,1759.9295,2021-04-26 13:00:00,1759.9295,STOP_LOSS_TOUCH,LOSS,-14.06,4.4495,1.33485,0.253,0.076
US500_BASE_353,US500,SHORT,2021-04-26 16:00:00,2021-04-26 23:00:00,23,22:00–24:00 (Late Night NY Close),False,OFFLINE_MISSED,3628.46,3678.83075,2021-04-29 10:00:00,3558.64,THESIS_EXIT,WIN,11.94,20.1483,69.82,0.555,1.924
